image_1616330563.521797.jpg,85,20
image_1616330563.637517.jpg,85,20
image_1616330563.75525.jpg,85,20
image_1616330563.866344.jpg,77,20
image_1616330563.977241.jpg,49,24
image_1616330564.090651.jpg,33,34
image_1616330564.220836.jpg,26,56
image_1616330564.338532.jpg,19,74
image_1616330564.453267.jpg,18,84
image_1616330564.566495.jpg,20,107
image_1616330564.678648.jpg,21,120
image_1616330564.791552.jpg,23,130
image_1616330564.916642.jpg,30,152
image_1616330565.028552.jpg,33,171
image_1616330565.140567.jpg,39,181
image_1616330565.251067.jpg,50,189
image_1616330565.363902.jpg,62,200
image_1616330565.478408.jpg,76,207
image_1616330565.589016.jpg,88,206
image_1616330565.716676.jpg,111,203
image_1616330565.83.jpg,133,198
image_1616330565.943826.jpg,157,176
image_1616330566.05666.jpg,169,142
image_1616330566.168549.jpg,169,107
image_1616330566.281202.jpg,167,75
image_1616330566.392841.jpg,159,61
image_1616330566.516649.jpg,149,43
image_1616330566.630421.jpg,142,37
image_1616330566.743405.jpg,127,29
image_1616330566.853846.jpg,113,27
image_1616330566.963815.jpg,94,32
image_1616330567.075865.jpg,75,38
image_1616330567.187185.jpg,62,57
image_1616330567.299184.jpg,55,85
image_1616330567.416695.jpg,51,118
image_1616330567.528656.jpg,57,136
image_1616330567.638455.jpg,61,150
image_1616330567.748607.jpg,71,158
image_1616330567.861469.jpg,75,162
image_1616330567.974415.jpg,88,167
image_1616330568.085077.jpg,116,163
image_1616330568.216725.jpg,127,151
image_1616330568.32942.jpg,134,132
image_1616330568.437983.jpg,135,106
image_1616330568.550934.jpg,129,90
image_1616330568.660154.jpg,124,75
image_1616330568.774634.jpg,117,71
image_1616330568.887554.jpg,109,75
image_1616330569.016708.jpg,95,81
image_1616330569.130603.jpg,82,82
image_1616330569.24349.jpg,80,91
image_1616330569.35648.jpg,80,102
image_1616330569.469509.jpg,80,120
image_1616330569.582517.jpg,84,129
image_1616330569.695548.jpg,91,135
image_1616330569.816714.jpg,97,137
image_1616330569.925219.jpg,110,136
image_1616330570.035642.jpg,115,136
image_1616330570.14538.jpg,121,128
image_1616330570.255204.jpg,113,120
image_1616330570.366624.jpg,104,113
image_1616330570.479477.jpg,95,120
image_1616330570.592402.jpg,95,123
image_1616330570.712802.jpg,98,123
image_1616330570.830465.jpg,99,122
image_1616330570.941514.jpg,104,123
image_1616330571.049862.jpg,110,123
image_1616330571.162719.jpg,111,122
image_1616330571.273618.jpg,102,124
image_1616330571.386641.jpg,96,116
image_1616330571.51276.jpg,106,108
image_1616330571.623738.jpg,120,115
image_1616330571.734189.jpg,118,125
image_1616330571.84261.jpg,99,143
image_1616330571.955568.jpg,82,129
image_1616330572.066715.jpg,74,94
image_1616330572.178168.jpg,90,67
image_1616330572.29108.jpg,122,62
image_1616330572.41283.jpg,157,91
image_1616330572.524986.jpg,155,134
image_1616330572.638625.jpg,130,168
image_1616330572.75058.jpg,92,180
image_1616330572.860753.jpg,64,169
image_1616330572.971556.jpg,55,150
image_1616330573.085138.jpg,31,108
image_1616330573.212917.jpg,38,73
image_1616330573.321609.jpg,51,51
image_1616330573.432493.jpg,69,31
image_1616330573.546623.jpg,102,28
image_1616330573.660629.jpg,133,35
image_1616330573.773442.jpg,160,64
image_1616330573.884726.jpg,171,86
image_1616330574.012793.jpg,175,123
image_1616330574.124687.jpg,173,152
image_1616330574.23717.jpg,165,170
image_1616330574.350192.jpg,130,207
image_1616330574.463261.jpg,124,207
image_1616330574.573669.jpg,102,204
image_1616330574.682309.jpg,70,204
image_1616330574.808822.jpg,48,183
image_1616330574.91904.jpg,28,161
image_1616330575.034595.jpg,9,124
image_1616330575.144788.jpg,4,96
image_1616330575.258618.jpg,10,63
image_1616330575.370108.jpg,21,24
image_1616330575.482799.jpg,52,0
image_1616330575.608868.jpg,93,0
image_1616330575.719838.jpg,128,12
image_1616330575.832723.jpg,155,22
image_1616330575.945499.jpg,173,39
image_1616330576.058507.jpg,188,70
image_1616330576.171449.jpg,196,96
image_1616330576.281111.jpg,200,133
